Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
1322,Lloyd Kelly,ENG,CB,Bournemouth,Premier League,24,1998,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15,56,28,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,4,1,25.0,0.23,0.06,0.0,0.0,8.6,0,0.08,-0.3,-0.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,0.8,-0.2,9,76,7,4,771,129,1,10,21,107,0,0,0,0,6,19,29,1.67,24,2,1,1,1,3,0.17,3,0,0,0,0,0,24,19,10,9,5,14,56.0,11,10,13,37,67,0,1065,127,11,2,50.0,0,0.0,540,2,20,6,572,68,45.6,83,12,6,25,0,1.13,22,32,-10,-0.58,-0.43,24.4,25.0,-0.6,-0.03,0.04,0,17,0,1,0,121,28,60.9
1323,Omari Kellyman,ENG,AM,Aston Villa,Premier League,17,2005,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1,0,0.0,2.43,0.0,0.0,0.0,20.8,0,0.07,-0.1,-0.1,6,7,85.7,78,11,4,5,80.0,2,2,100.0,0,0,0.0,0.0,0.0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,50.0,1,0,0,1,0,0,11,0,0,0,0.0,0,0.0,4,0,2,0,6,19,1.1,0,0,2,19,10,0.0,0,1,-1,-2.43,-2.86,0.1,0.9,-0.9,-2.14,-2.25,0,0,0,0,0,2,0,0.0
1324,Aljoscha Kemlein,GER,DM,Union Berlin,Bundesliga,18,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,1,0,0.0,3.1,0.0,0.0,0.0,23.2,0,0.04,0.0,0.0,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0.0,0.0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,3.1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,0,0,0,0,13,0,0,1,100.0,0,0.0,7,0,1,0,6,15,0.9,0,0,2,15,4,3.0,2,0,2,6.21,7.01,1.0,1.1,-0.2,-0.5,-0.2,0,2,0,0,0,2,0,0.0
1325,Tobias Kempe,GER,CM,Darmstadt 98,Bundesliga,34,1989,24,15,1350,15.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,15,44,46,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,18,1,5.6,1.2,0.07,0.0,0.0,23.0,3,0.07,-0.6,-1.2,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2.5,-0.1,28,38,5,3,454,100,1,2,81,2,55,20,31,0,3,13,57,3.8,28,22,1,2,1,8,0.53,4,2,0,0,2,0,20,13,9,8,3,8,33.3,16,12,9,29,12,0,690,22,29,8,42.1,10,52.6,314,3,28,11,365,56,44.1,79,5,9,19,5,0.54,19,34,-15,-1.0,1.16,17.2,33.1,-15.9,-1.06,0.25,0,14,1,0,0,65,13,39.4
1326,Milos Kerkez,HUN,LB,Bournemouth,Premier League,19,2003,28,22,1970,21.9,0,1,1,0,0,0,4,1,1.2,1.2,0.8,2.0,46,44,93,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.09,0.06,0.09,16,5,31.3,0.73,0.23,0.0,0.0,19.3,0,0.08,-1.2,-1.2,613,844,72.6,9811,3390,322,375,85.9,237,333,71.2,43,94,45.7,1.0,0.2,12,34,14,9,677,165,1,3,55,160,0,0,0,0,2,20,32,1.46,25,0,0,2,1,4,0.18,2,0,0,0,1,1,47,26,31,13,3,30,71.4,12,20,20,67,60,2,1095,81,31,12,44.4,12,44.4,518,8,29,10,538,70,57.6,83,11,6,25,3,1.14,25,37,-12,-0.55,-0.49,29.8,35.4,-5.6,-0.26,-0.47,0,25,1,0,1,93,18,36.7
1327,Kaine Kesler-Hayden,ENG,RB,Aston Villa,Premier League,20,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2,0.2,0,0,3,2,14,2.0,0,0,0,0.0,-0.4,0.0,0.1,-0.1,-1.66,-1.75,0,0,0,0,0,0,0,0.0
1328,Reda Khadra,GER,AM,Reims,Ligue 1,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,35,40,110,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35,23,12,52.2,1.51,0.79,0.04,0.08,19.2,1,0.08,-0.8,-0.8,289,389,74.3,4676,1169,131,162,80.9,118,149,79.2,21,41,51.2,2.4,-0.5,22,21,19,9,347,40,4,2,46,19,9,4,2,0,2,15,46,3.03,33,1,6,1,0,7,0.46,4,0,3,0,0,0,16,10,5,4,7,8,40.0,12,6,3,19,13,0,556,11,41,28,46.7,31,51.7,415,14,41,35,387,47,44.7,79,4,15,17,5,1.31,16,23,-7,-0.46,-0.57,19.1,24.2,-5.0,-0.33,-0.5,0,13,0,0,0,66,1,11.1
1329,Wahbi Khazri,TUN,LW,Montpellier,Ligue 1,32,1991,25,13,1131,12.6,1,0,1,1,0,0,6,0,3.3,3.3,1.2,4.5,27,33,76,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,42,15,35.7,3.34,1.19,0.02,0.07,21.3,0,0.08,-2.3,-2.3,227,318,71.4,3892,1215,108,141,76.6,71,98,72.4,28,47,59.6,0.8,-1.2,10,21,5,2,298,18,3,14,11,7,4,2,1,0,2,11,26,2.07,15,1,4,4,0,2,0.16,1,0,0,1,0,0,24,17,8,12,4,14,40.0,21,10,3,27,7,0,483,14,52,14,36.8,23,60.5,363,10,31,14,351,45,37.0,69,1,12,20,0,1.08,17,18,-1,-0.08,0.11,18.4,19.3,-0.9,-0.07,0.11,0,19,0,0,0,57,9,40.9
1330,Rani Khedira,GER,DM,Union Berlin,Bundesliga,29,1994,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6,35,15,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,3,1,33.3,0.2,0.07,0.0,0.0,17.5,0,0.13,-0.4,-0.4,329,450,73.1,5258,1287,160,192,83.3,135,174,77.6,19,45,42.2,0.5,-0.1,5,21,5,1,436,12,0,3,6,0,0,0,0,0,2,12,8,0.54,6,0,0,0,1,0,0.0,0,0,0,0,0,0,35,22,15,19,1,17,65.4,9,7,22,57,38,0,600,43,6,4,50.0,3,37.5,196,0,12,9,265,67,43.9,73,8,2,19,1,1.1,16,19,-3,-0.2,0.95,15.9,18.2,-2.3,-0.16,0.27,0,25,0,1,0,74,19,51.4
1331,Abdukodir Khusanov,UZB,CB,Lens,Ligue 1,19,2004,11,9,809,9.0,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5,23,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,5,2,40.0,0.56,0.22,0.0,0.0,18.8,0,0.04,-0.2,-0.2,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0.2,-0.1,1,28,1,0,426,13,0,2,2,0,0,0,0,0,0,1,6,0.67,3,0,0,1,2,0,0.0,0,0,0,0,0,0,21,12,13,8,0,9,52.9,8,5,13,34,32,2,535,61,3,1,50.0,1,50.0,388,0,6,0,349,74,26.4,84,6,2,25,16,1.45,12,10,2,0.22,-0.02,15.3,12.8,2.5,0.28,0.09,0,9,0,1,0,41,6,54.5
1332,Kiké,ESP,CB,Alavés,La Liga,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2.0,8.9,18,32,97,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,56,23,41.1,3.54,1.45,0.05,0.13,13.1,0,0.12,-4.7,-3.9,200,301,66.4,2973,589,105,147,71.4,67,95,70.5,11,19,57.9,1.4,0.0,18,15,8,2,288,10,2,1,10,0,0,0,0,0,3,9,40,2.53,26,0,5,5,0,6,0.38,3,0,2,0,1,0,8,4,2,3,3,4,44.4,5,11,1,9,12,0,517,18,108,15,45.5,14,42.4,300,12,56,21,392,43,41.6,71,1,18,20,4,1.24,19,15,4,0.25,0.88,23.6,17.3,6.4,0.4,0.62,0,25,2,0,0,52,50,44.2
1333,Luca Kilian,GER,CB,Köln,Bundesliga,23,1999,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,241,317,76.0,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0.0,0.0,1,11,0,0,302,15,0,1,1,5,0,0,0,0,0,4,3,0.43,3,0,0,0,0,0,0.0,0,0,0,0,0,0,16,9,15,1,0,9,64.3,5,7,7,23,28,0,395,51,4,0,0.0,1,100.0,205,0,5,0,232,49,20.8,80,4,7,22,12,0.77,4,14,-10,-1.42,-0.6,5.0,17.3,-12.4,-1.75,-1.28,0,4,0,0,0,24,10,58.8
1334,Max Kilman,ENG,CB,Wolves,Premier League,26,1997,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22,117,5,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,14,5,35.7,0.37,0.13,0.14,0.4,9.8,0,0.13,0.2,0.2,1979,2309,85.7,36846,13119,766,824,93.0,1008,1087,92.7,183,346,52.9,1.1,-1.4,17,109,11,1,2245,55,2,20,6,8,0,0,0,0,9,13,39,1.03,34,0,2,0,1,0,0.0,0,0,0,0,0,0,47,21,40,6,1,24,75.0,8,27,39,86,182,4,2706,451,30,10,62.5,3,18.8,1582,1,8,10,1877,90,100.0,90,38,0,0,0,1.21,50,65,-15,-0.39,0.0,46.7,67.7,-21.0,-0.55,0.0,0,38,0,1,0,177,86,70.5
1335,Joshua Kimmich,GER,DM,Bayern Munich,Bundesliga,28,1995,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,1.1,7.1,8.3,56,229,114,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34,25,7,28.0,1.03,0.29,0.04,0.14,24.6,3,0.05,-0.1,-0.1,1951,2267,86.1,35635,10089,809,864,93.6,923,1013,91.1,187,320,58.4,9.3,-1.1,72,188,51,18,1983,273,11,15,195,77,121,41,57,2,11,20,128,5.29,79,43,2,1,1,11,0.45,6,3,1,1,0,0,45,33,25,15,5,26,66.7,13,28,14,59,28,1,2453,75,23,10,40.0,12,48.0,1478,4,19,16,1821,78,71.1,79,17,1,31,0,1.93,62,31,31,1.28,-0.55,58.8,20.0,38.8,1.6,0.16,0,11,0,0,0,140,5,26.3
1336,Jakub Kiwior,POL,CB,Arsenal,Premier League,23,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,6,2,33.3,0.57,0.19,0.17,0.5,13.8,0,0.14,0.2,0.2,523,625,83.7,8555,3042,270,303,89.1,214,249,85.9,34,58,58.6,0.6,2.1,6,43,8,3,550,73,1,1,12,67,0,0,0,0,2,2,13,1.24,10,2,0,1,0,4,0.38,3,1,0,0,0,0,20,12,11,8,1,14,73.7,5,8,8,28,28,1,716,25,15,2,66.7,1,33.3,362,1,8,2,462,47,27.7,80,7,9,7,18,2.65,39,8,31,2.95,1.82,24.8,5.4,19.4,1.85,0.8,0,10,0,0,0,35,15,57.7
1337,Simon Kjær,DEN,CB,Milan,Serie A,34,1989,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4,52,0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,6,0,0.0,0.46,0.0,0.0,0.0,11.0,0,0.08,-0.5,-0.5,735,833,88.2,13856,5025,257,274,93.8,409,435,94.0,62,108,57.4,0.6,0.2,4,42,1,0,807,26,0,4,1,2,0,0,0,0,0,2,9,0.69,7,0,0,1,0,1,0.08,1,0,0,0,0,0,24,15,11,11,2,14,63.6,8,6,14,38,46,2,963,96,8,0,0.0,0,0.0,620,0,4,1,683,59,34.2,79,7,6,11,5,2.3,23,17,6,0.46,-0.38,22.1,16.3,5.8,0.44,-0.16,0,9,1,0,0,59,23,57.5
1338,Davy Klaassen,NED,CM,Inter,Serie A,30,1993,13,1,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,7,5,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,1,0,0.0,0.44,0.0,0.0,0.0,20.2,0,0.09,-0.1,-0.1,82,95,86.3,1290,289,46,52,88.5,28,29,96.6,6,7,85.7,0.2,-0.2,3,6,1,0,94,1,0,1,0,0,0,0,0,0,0,2,5,2.18,5,0,0,0,0,2,0.87,2,0,0,0,0,0,4,2,0,4,0,1,33.3,2,4,3,7,4,0,119,5,5,1,100.0,0,0.0,47,1,5,0,68,16,6.0,53,0,12,13,23,2.38,6,0,6,2.62,0.91,4.9,1.7,3.2,1.39,0.16,0,3,0,0,0,9,4,80.0
1339,Christoph Klarer,AUT,CB,Darmstadt 98,Bundesliga,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,9,2,22.2,0.34,0.08,0.22,1.0,9.3,0,0.13,0.8,0.8,1044,1200,87.0,20473,6575,336,363,92.6,586,633,92.6,111,176,63.1,1.0,1.1,12,58,4,1,1153,46,0,13,8,8,0,0,0,0,1,11,22,0.84,19,1,0,0,0,2,0.08,2,0,0,0,0,0,37,22,30,4,3,24,66.7,12,11,21,58,94,1,1440,183,32,6,85.7,1,14.3,786,2,6,6,988,78,76.9,83,22,2,14,1,0.47,24,65,-41,-1.57,0.34,24.2,56.9,-32.7,-1.25,-0.22,0,29,0,0,0,87,42,52.5
1340,Tim Kleindienst,GER,CF,Heidenheim,Bundesliga,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40,73,178,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49,81,31,38.3,2.54,0.97,0.12,0.32,13.6,0,0.15,-1.9,-2.3,516,874,59.0,7296,1708,295,462,63.9,147,231,63.6,30,47,63.8,2.0,-0.3,27,58,10,2,828,43,2,7,19,11,0,0,0,0,3,50,71,2.23,54,0,4,1,3,11,0.35,8,0,1,1,1,0,21,12,6,11,4,7,28.0,18,24,12,33,58,0,1325,66,142,19,30.2,41,65.1,629,16,110,56,932,87,93.8,87,23,0,0,0,1.24,49,52,-3,-0.09,0.85,37.9,57.9,-20.0,-0.63,0.52,0,88,0,0,0,100,179,60.5
1341,Lukas Klostermann,GER,CB,RB Leipzig,Bundesliga,27,1996,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14,90,13,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,6,2,33.3,0.38,0.13,0.17,0.5,16.2,0,0.12,0.3,0.3,1035,1155,89.6,19235,6293,340,372,91.4,610,647,94.3,77,112,68.8,0.9,-0.4,5,77,7,0,1126,28,3,4,8,14,0,0,0,0,1,8,14,0.88,13,0,0,0,0,0,0.0,0,0,0,0,0,0,15,10,7,7,1,4,30.8,9,13,13,28,64,1,1305,101,7,0,0.0,1,100.0,822,0,4,0,936,57,46.9,84,13,9,10,4,2.04,34,22,12,0.75,-0.69,34.1,18.0,16.1,1.01,0.48,0,11,0,0,0,81,16,33.3
1342,Justin Kluivert,NED,AM,Bournemouth,Premier League,24,1999,32,26,1916,21.3,7,1,8,7,0,0,5,0,6.2,6.2,1.9,8.1,65,50,114,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,56,20,35.7,2.63,0.94,0.13,0.35,17.4,3,0.11,0.8,0.8,288,421,68.4,4393,1193,147,194,75.8,104,137,75.9,18,32,56.3,1.6,-0.9,21,10,24,2,399,18,0,3,29,7,2,0,0,1,4,19,59,2.77,37,0,9,4,3,5,0.23,3,0,1,0,0,1,28,14,5,12,11,8,26.7,22,15,8,36,11,0,694,13,108,24,35.8,41,61.2,414,35,50,30,442,60,56.0,68,0,6,24,6,1.22,29,23,6,0.28,1.42,33.5,28.7,4.9,0.23,0.65,0,52,0,0,0,88,12,35.3
1343,Ansgar Knauff,GER,RW,Eint Frankfurt,Bundesliga,21,2002,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,5.7,2.3,8.0,77,57,164,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34,37,13,35.1,1.58,0.55,0.19,0.54,14.4,0,0.15,1.3,1.3,475,747,63.6,7063,2278,274,355,77.2,160,245,65.3,26,60,43.3,2.7,-0.3,18,25,26,10,684,57,3,1,46,55,0,0,0,0,6,44,61,2.6,51,0,6,0,2,6,0.26,5,0,0,0,0,1,43,26,17,16,10,17,54.8,14,37,20,63,15,0,1039,20,101,25,39.1,33,51.6,540,38,44,26,611,68,68.9,78,5,7,35,1,1.35,35,37,-2,-0.09,-0.37,31.1,37.9,-6.8,-0.29,-0.37,1,32,0,3,0,92,23,34.8
1344,Robin Knoche,GER,CB,Union Berlin,Bundesliga,31,1992,24,20,1917,21.3,1,0,1,1,0,1,1,0,1.2,0.4,0.3,0.7,2,71,2,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.02,0.03,7,3,42.9,0.33,0.14,0.14,0.33,13.3,0,0.06,-0.2,0.6,931,1153,80.7,18490,7064,269,307,87.6,539,606,88.9,107,204,52.5,0.4,-0.3,3,49,3,0,1109,42,0,4,3,8,0,0,0,0,2,8,13,0.61,9,1,0,0,0,0,0.0,0,0,0,0,0,0,34,22,27,7,0,19,63.3,11,8,13,47,73,0,1342,135,14,3,60.0,1,20.0,713,0,16,0,787,80,62.6,89,18,4,33,7,1.08,25,31,-6,-0.28,1.21,24.8,31.9,-7.1,-0.33,-0.07,0,10,0,1,1,152,46,52.9
1345,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,974,1175,82.9,24299,15016,210,211,99.5,500,505,99.0,259,450,57.6,0.0,0.0,0,13,1,0,951,220,0,0,0,0,0,0,0,0,4,0,4,0.15,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,11,0,1239,945,0,1,100.0,0,0.0,746,0,0,0,731,88,77.3,88,26,0,0,0,1.85,53,34,19,0.72,-0.05,51.6,42.5,9.2,0.35,0.04,0,2,0,2,0,41,5,100.0
1346,Robin Koch,GER,CB,Eint Frankfurt,Bundesliga,27,1996,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,14,116,3,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.11,0.1,0.11,24,5,20.8,0.79,0.16,0.08,0.4,11.3,0,0.13,-1.1,-1.1,1902,2161,88.0,36596,12775,590,638,92.5,1145,1225,93.5,158,262,60.3,0.6,-0.2,4,97,4,0,2097,63,2,2,4,2,0,0,0,0,1,12,18,0.59,15,0,0,0,0,3,0.1,3,0,0,0,0,0,38,23,26,12,0,17,63.0,10,9,32,70,136,2,2469,353,32,2,50.0,2,50.0,1520,0,9,2,1745,88,89.5,88,29,0,0,0,1.45,45,43,2,0.07,0.35,41.3,44.6,-3.3,-0.11,0.62,0,20,0,2,0,138,80,61.5
1347,Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,479,667,71.8,13030,9307,81,81,100.0,238,240,99.2,159,344,46.2,0.0,0.0,0,4,0,0,484,182,0,0,0,0,0,0,0,0,1,0,3,0.14,2,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,1,2,5,3,706,602,0,1,100.0,0,0.0,493,0,0,0,303,90,64.7,90,22,0,0,12,1.73,41,32,9,0.41,-1.01,31.4,26.8,4.6,0.21,-0.37,0,0,0,0,0,26,3,100.0
1348,Dominik Kohr,GER,DM,Mainz 05,Bundesliga,29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,25,7,28.0,1.03,0.29,0.04,0.14,16.5,0,0.07,-0.6,-0.6,876,1159,75.6,16488,5668,326,390,83.6,454,540,84.1,82,181,45.3,1.2,-1.2,15,87,15,5,1108,47,0,7,22,6,0,0,0,0,4,27,28,1.15,22,0,2,0,0,0,0.0,0,0,0,0,0,0,65,42,36,25,4,36,63.2,21,21,43,108,58,0,1414,81,28,5,45.5,6,54.5,632,2,22,4,811,70,71.4,79,16,4,10,0,1.06,24,34,-10,-0.41,-0.21,29.0,26.1,2.9,0.12,0.4,1,48,0,0,0,134,42,50.6
1349,Koke,ESP,CM,Atlético Madrid,La Liga,31,1992,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.4,0.4,3.6,4.1,26,212,26,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,10,2,20.0,0.36,0.07,0.0,0.0,21.9,0,0.04,-0.4,-0.4,2037,2263,90.0,33074,10659,1066,1117,95.4,724,790,91.6,174,242,71.9,3.0,0.4,26,196,33,1,2183,67,14,31,11,2,1,0,1,0,13,19,57,2.06,52,3,0,0,1,11,0.4,11,0,0,0,0,0,66,44,27,32,7,36,45.6,43,25,16,82,34,1,2482,82,12,5,45.5,6,54.5,1474,1,21,20,1899,71,72.9,76,18,3,23,0,2.06,51,33,18,0.65,-0.22,48.0,30.3,17.7,0.64,0.13,0,19,0,0,0,198,15,48.4
1350,Sead Kolašinac,BIH,CB,Atalanta,Serie A,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32,94,30,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,13,5,38.5,0.54,0.21,0.08,0.2,12.3,0,0.1,-0.3,-0.3,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0.6,-1.1,8,79,7,2,1192,81,1,4,9,53,0,0,0,0,5,26,24,0.99,18,0,3,1,0,1,0.04,1,0,0,0,0,0,44,32,23,19,2,30,61.2,19,13,21,65,47,0,1472,75,27,7,77.8,0,0.0,749,5,19,9,926,73,63.7,83,16,5,23,2,1.77,45,23,22,0.91,0.33,34.0,26.1,7.8,0.32,-0.32,0,29,0,0,0,151,34,51.5
1351,Luca Koleosho,ITA,RW,Burnley,Premier League,18,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0.09,-1.0,-1.0,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1.1,-0.3,11,9,6,2,267,6,0,0,23,4,0,0,0,0,1,16,28,2.59,12,0,11,3,0,6,0.56,2,0,3,0,1,0,7,4,2,5,0,2,20.0,8,13,2,9,0,0,416,5,52,33,42.3,39,50.0,299,29,22,14,313,65,28.5,69,0,2,38,0,0.47,11,23,-12,-1.11,-0.19,9.0,15.4,-6.5,-0.6,0.26,0,18,1,0,0,46,2,6.9
1352,Randal Kolo Muani,FRA,CF,Paris S-G,Ligue 1,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,36,42,125,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,22,12,54.5,1.56,0.85,0.27,0.5,11.0,0,0.28,-0.1,-0.1,259,359,72.1,3749,980,157,204,77.0,77,101,76.2,12,21,57.1,1.6,1.7,26,23,14,3,354,4,1,0,9,0,0,0,0,0,1,17,50,3.55,39,0,3,5,0,8,0.57,7,0,1,0,0,0,10,8,5,3,2,5,38.5,8,5,4,14,10,0,545,15,73,28,38.9,40,55.6,432,16,52,21,422,49,41.4,72,4,13,26,2,2.27,35,14,21,1.49,0.13,30.1,17.0,13.1,0.93,0.15,0,34,2,0,0,43,15,51.7
1353,Randal Kolo Muani,FRA,CF,Eint Frankfurt,Bundesliga,24,1998,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6,3,9,0.59,0.0,0.59,0.59,0.59,0.77,0.0,0.77,0.77,0.77,5,1,20.0,2.94,0.59,0.2,1.0,8.0,0,0.26,-0.3,-0.3,17,26,65.4,227,67,11,15,73.3,3,4,75.0,2,4,50.0,0.0,0.0,0,2,1,0,25,1,0,0,0,0,0,0,0,0,0,1,1,0.59,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,56,1,10,4,26.7,10,66.7,42,2,3,8,46,77,5.0,77,0,0,0,0,2.0,1,1,0,0.0,-0.03,1.9,1.3,0.6,0.34,0.54,0,4,0,0,0,3,4,44.4
